Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00  142859/142859      atomic [21]
[175]    0.0    0.00    0.00  142859         luaS_clearcache [175]
-----------------------------------------------
                0.00    0.00      17/254         addk [49]
                0.00    0.00      34/254         luaX_newstring [86]
                0.00    0.00     203/254         luaV_finishset [66]
[176]    0.0    0.00    0.00     254         luaH_finishset [176]
-----------------------------------------------
                0.00    0.00     235/235         freeobj [27]
[177]    0.0    0.00    0.00     235         luaS_remove [177]
-----------------------------------------------
                0.00    0.00       3/224         lua_rawget [253]
                0.00    0.00      25/224         luaH_newkey <cycle 4> [57]
                0.00    0.00      42/224         addk [49]
                0.00    0.00     154/224         luaH_resize <cycle 4> [118]
[178]    0.0    0.00    0.00     224         luaH_get [178]
-----------------------------------------------
                0.00    0.00       1/203         luaopen_string [72]
                0.00    0.00       1/203         luaopen_utf8 [78]
                0.00    0.00       2/203         luaL_newmetatable [94]
                0.00    0.00       2/203         luaopen_base [54]
                0.00    0.00       2/203         setpath [96]
                0.00    0.00       3/203         luaL_getsubtable [91]
                0.00    0.00       4/203         luaopen_math [71]
                0.00    0.00       5/203         luaopen_package [33]
                0.00    0.00       6/203         luaopen_io [69]
                0.00    0.00      10/203         luaL_requiref <cycle 1> [77]
                0.00    0.00     167/203         luaL_setfuncs [38]
[179]    0.0    0.00    0.00     203         lua_setfield [179]
-----------------------------------------------
                0.00    0.00      21/110         luaH_free [122]
                0.00    0.00      23/110         propagatemark [22]
                0.00    0.00      25/110         luaH_newkey <cycle 4> [57]
                0.00    0.00      41/110         luaH_resize <cycle 4> [118]
[180]    0.0    0.00    0.00     110         luaH_realasize [180]
-----------------------------------------------
                0.00    0.00       4/96          restassign [68]
                0.00    0.00      28/96          statement <cycle 2> [39]
                0.00    0.00      64/96          subexpr <cycle 3> [84]
[181]    0.0    0.00    0.00      96         luaE_incCstack [181]
-----------------------------------------------
                0.00    0.00       1/82          docall <cycle 1> [93]
                0.00    0.00       1/82          pmain <cycle 1> [46]
                0.00    0.00       1/82          luaL_newmetatable [94]
                0.00    0.00       1/82          luaL_loadfilex <cycle 1> [152]
                0.00    0.00       1/82          luaopen_base [54]
                0.00    0.00       1/82          luaopen_coroutine [81]
                0.00    0.00       1/82          luaopen_debug [79]
                0.00    0.00       1/82          luaopen_os [82]
                0.00    0.00       1/82          luaopen_table [80]
                0.00    0.00       1/82          luaopen_utf8 [78]
                0.00    0.00       2/82          luaL_len [58]
                0.00    0.00       3/82          warnfon [116]
                0.00    0.00       3/82          luaL_addvalue [244]
                0.00    0.00       3/82          luaL_getsubtable [91]
                0.00    0.00       3/82          luaB_print [124]
                0.00    0.00       3/82          luaopen_math [71]
                0.00    0.00       3/82          str_format [123]
                0.00    0.00       4/82          luaopen_io [69]
                0.00    0.00       4/82          luaopen_string [72]
                0.00    0.00       5/82          luaopen_package [33]
                0.00    0.00       9/82          luaL_testudata [135]
                0.00    0.00      10/82          luaL_openlibs <cycle 1> [90]
                0.00    0.00      20/82          luaL_requiref <cycle 1> [77]
[182]    0.0    0.00    0.00      82         lua_settop [182]
-----------------------------------------------
                0.00    0.00       2/70          lua_rawgeti [50]
                0.00    0.00       3/70          lua_rawget [253]
                0.00    0.00       5/70          lua_setmetatable [143]
                0.00    0.00       6/70          lua_rawseti [32]
                0.00    0.00      18/70          lua_rawequal [221]
                0.00    0.00      36/70          lua_getfield [119]
[183]    0.0    0.00    0.00      70         index2value [183]
-----------------------------------------------
                0.00    0.00       1/49          luaS_init [150]
                0.00    0.00      23/49          luaX_init [127]
                0.00    0.00      25/49          luaT_init [126]
[184]    0.0    0.00    0.00      49         luaC_fix [184]
-----------------------------------------------
                0.00    0.00       5/44          luaK_dischargevars [149]
                0.00    0.00       9/44          luaK_exp2nextreg [158]
                0.00    0.00      12/44          luaK_storevar [98]
                0.00    0.00      18/44          freeexps [218]
[185]    0.0    0.00    0.00      44         luaY_nvarstack [185]
-----------------------------------------------
                0.00    0.00      43/43          llex [62]
[186]    0.0    0.00    0.00      43         inclinenumber [186]
                0.00    0.00       2/3           luaZ_fill [249]
-----------------------------------------------
                0.00    0.00       1/40          luaH_newkey <cycle 4> [57]
                0.00    0.00      39/40          luaH_resize <cycle 4> [118]
[187]    0.0    0.00    0.00      40         luaO_ceillog2 [187]
-----------------------------------------------
                0.00    0.00       1/40          luaL_newmetatable [94]
                0.00    0.00       1/40          luaopen_base [54]
                0.00    0.00       2/40          luaopen_io [69]
                0.00    0.00       2/40          luaopen_string [72]
                0.00    0.00       3/40          luaL_tolstring [113]
                0.00    0.00       3/40          luaL_setfuncs [38]
                0.00    0.00       3/40          luaL_getsubtable [91]
                0.00    0.00       5/40          luaopen_package [33]
                0.00    0.00      20/40          luaL_requiref <cycle 1> [77]
[188]    0.0    0.00    0.00      40         lua_pushvalue [188]
-----------------------------------------------
                0.00    0.00       5/37          fieldsel [74]
                0.00    0.00      32/37          singlevar [51]
[189]    0.0    0.00    0.00      37         luaK_exp2anyregup [189]
-----------------------------------------------
                0.00    0.00       2/36          forbody <cycle 2> [95]
                0.00    0.00       3/36          finishbinexpneg [104]
                0.00    0.00       4/36          statement <cycle 2> [39]
                0.00    0.00       4/36          codearith [100]
                0.00    0.00       7/36          finishbinexpval [102]
                0.00    0.00      16/36          funcargs <cycle 3> [73]
[190]    0.0    0.00    0.00      36         luaK_fixline [190]
-----------------------------------------------
                0.00    0.00       9/34          luaL_testudata [135]
                0.00    0.00      25/34          addk [49]
[191]    0.0    0.00    0.00      34         luaV_equalobj [191]
-----------------------------------------------
                0.00    0.00       4/31          luaV_execute <cycle 1> [2]
                0.00    0.00      27/31          luaD_precall <cycle 1> [10]
[192]    0.0    0.00    0.00      31         luaD_poscall [192]
-----------------------------------------------
                0.00    0.00      29/29          luaV_execute <cycle 1> [2]
[193]    0.0    0.00    0.00      29         luaG_traceexec [193]
-----------------------------------------------
                0.00    0.00      19/19          luaO_pushvfstring [136]
[194]    0.0    0.00    0.00      19         addstr2buff [194]
-----------------------------------------------
                0.00    0.00       1/19          body <cycle 2> [85]
                0.00    0.00       1/19          subexpr <cycle 3> [84]
                0.00    0.00       1/19          luaY_parser [36]
                0.00    0.00      16/19          funcargs <cycle 3> [73]
[195]    0.0    0.00    0.00      19         luaK_codeABCk [195]
-----------------------------------------------
                0.00    0.00       5/18          discharge2reg [75]
                0.00    0.00       6/18          close_func [131]
                0.00    0.00       7/18          statement <cycle 2> [39]
[196]    0.0    0.00    0.00      18         luaK_ret [196]
-----------------------------------------------
                0.00    0.00      17/17          read_numeral [88]
[197]    0.0    0.00    0.00      17         luaO_str2num [197]
-----------------------------------------------
                0.00    0.00       1/17          pmain <cycle 1> [46]
                0.00    0.00      16/17          luaL_setfuncs [38]
[198]    0.0    0.00    0.00      17         lua_pushboolean [198]
-----------------------------------------------
                0.00    0.00       1/17          pmain <cycle 1> [46]
                0.00    0.00       1/17          luaL_loadfilex <cycle 1> [152]
                0.00    0.00       2/17          docall <cycle 1> [93]
                0.00    0.00       3/17          luaL_pushresult [153]
                0.00    0.00      10/17          luaL_requiref <cycle 1> [77]
[199]    0.0    0.00    0.00      17         lua_rotate [199]
-----------------------------------------------
                                   6             luaD_rawrunprotected <cycle 1> [30]
                                  10             lua_callk <cycle 1> [214]
[200]    0.0    0.00    0.00      16         luaD_callnoyield <cycle 1> [200]
                                  16             luaD_precall <cycle 1> [10]
                                   1             luaV_execute <cycle 1> [2]
-----------------------------------------------
                0.00    0.00       1/16          luaL_checkstack [264]
                0.00    0.00      15/16          luaL_setfuncs [38]
[201]    0.0    0.00    0.00      16         lua_checkstack [201]
-----------------------------------------------
                0.00    0.00       3/15          luaL_getsubtable [91]
                0.00    0.00       6/15          luaL_callmeta [115]
                0.00    0.00       6/15          luaL_tolstring [113]
[202]    0.0    0.00    0.00      15         lua_absindex [202]
-----------------------------------------------
                0.00    0.00       6/15          luaL_callmeta [115]
                0.00    0.00       9/15          luaL_testudata [135]
[203]    0.0    0.00    0.00      15         lua_getmetatable [203]
-----------------------------------------------
                0.00    0.00      14/14          lua_getfield [119]
[204]    0.0    0.00    0.00      14         luaV_finishget [204]
-----------------------------------------------
                0.00    0.00       4/13          statement <cycle 2> [39]
                0.00    0.00       9/13          restassign [68]
[205]    0.0    0.00    0.00      13         check_readonly [205]
-----------------------------------------------
                0.00    0.00       2/13          forbody <cycle 2> [95]
                0.00    0.00       3/13          statement <cycle 2> [39]
                0.00    0.00       3/13          restassign [68]
                0.00    0.00       5/13          body <cycle 2> [85]
[206]    0.0    0.00    0.00      13         luaK_reserveregs [206]
-----------------------------------------------
                0.00    0.00      13/13          luaS_newudata [139]
[207]    0.0    0.00    0.00      13         luaS_hashlongstr [207]
-----------------------------------------------
                0.00    0.00       1/13          luaL_loadfilex <cycle 1> [152]
                0.00    0.00       3/13          luaL_checklstring [246]
                0.00    0.00       3/13          luaL_addvalue [244]
                0.00    0.00       3/13          luaB_print [124]
                0.00    0.00       3/13          str_format [123]
[208]    0.0    0.00    0.00      13         lua_tolstring [208]
-----------------------------------------------
                0.00    0.00       3/12          luaL_addvalue [244]
                0.00    0.00       9/12          str_format [123]
[209]    0.0    0.00    0.00      12         prepbuffsize [209]
-----------------------------------------------
                0.00    0.00       1/11          luaK_infix [163]
                0.00    0.00      10/11          codeABRK [99]
[210]    0.0    0.00    0.00      11         luaK_exp2K [210]
-----------------------------------------------
                0.00    0.00       1/11          pmain <cycle 1> [46]
                0.00    0.00      10/11          luaL_openlibs <cycle 1> [90]
[211]    0.0    0.00    0.00      11         lua_setglobal [211]
-----------------------------------------------
                0.00    0.00       2/10          statement <cycle 2> [39]
                0.00    0.00       4/10          check_match [97]
                0.00    0.00       4/10          funcargs <cycle 3> [73]
[212]    0.0    0.00    0.00      10         luaK_setreturns [212]
-----------------------------------------------
                0.00    0.00       1/10          pmain <cycle 1> [46]
                0.00    0.00       1/10          luaopen_coroutine [81]
                0.00    0.00       1/10          luaopen_debug [79]
                0.00    0.00       1/10          luaopen_io [69]
                0.00    0.00       1/10          luaopen_math [71]
                0.00    0.00       1/10          luaopen_package [33]
                0.00    0.00       1/10          luaopen_os [82]
                0.00    0.00       1/10          luaopen_string [72]
                0.00    0.00       1/10          luaopen_table [80]
                0.00    0.00       1/10          luaopen_utf8 [78]
[213]    0.0    0.00    0.00      10         luaL_checkversion_ [213]
                0.00    0.00      10/10          lua_version [217]
-----------------------------------------------
                                  10             luaL_requiref <cycle 1> [77]
[214]    0.0    0.00    0.00      10         lua_callk <cycle 1> [214]
                                  10             luaD_callnoyield <cycle 1> [200]
-----------------------------------------------
                0.00    0.00      10/10          luaL_requiref <cycle 1> [77]
[215]    0.0    0.00    0.00      10         lua_toboolean [215]
-----------------------------------------------
                0.00    0.00       1/10          pmain <cycle 1> [46]
                0.00    0.00       9/10          luaL_testudata [135]
[216]    0.0    0.00    0.00      10         lua_touserdata [216]
-----------------------------------------------
                0.00    0.00      10/10          luaL_checkversion_ [213]
[217]    0.0    0.00    0.00      10         lua_version [217]
-----------------------------------------------
                0.00    0.00       2/9           luaK_posfix [103]
                0.00    0.00       7/9           finishbinexpval [102]
[218]    0.0    0.00    0.00       9         freeexps [218]
                0.00    0.00      18/44          luaY_nvarstack [185]
-----------------------------------------------
                0.00    0.00       4/9           forbody <cycle 2> [95]
                0.00    0.00       5/9           body <cycle 2> [85]
[219]    0.0    0.00    0.00       9         luaK_codeABx [219]
-----------------------------------------------
                0.00    0.00       9/9           str_format [123]
[220]    0.0    0.00    0.00       9         luaL_prepbuffsize [220]
-----------------------------------------------
                0.00    0.00       9/9           luaL_testudata [135]
[221]    0.0    0.00    0.00       9         lua_rawequal [221]
                0.00    0.00      18/70          index2value [183]
-----------------------------------------------
                0.00    0.00       1/8           docall <cycle 1> [93]
                0.00    0.00       1/8           luaL_loadfilex <cycle 1> [152]
                0.00    0.00       3/8           luaB_print [124]
                0.00    0.00       3/8           str_format [123]
[222]    0.0    0.00    0.00       8         lua_gettop [222]
-----------------------------------------------
                0.00    0.00       2/8           luaopen_math [71]
                0.00    0.00       6/8           os_clock [231]
[223]    0.0    0.00    0.00       8         lua_pushnumber [223]
-----------------------------------------------
                0.00    0.00       7/7           luaK_posfix [103]
[224]    0.0    0.00    0.00       7         constfolding [224]
-----------------------------------------------
                                   1             luaD_protectedparser <cycle 1> [63]
                                   2             lua_pcallk <cycle 1> [269]
               18.55    3.97       4/6           GCTM [5]
[225]    0.0    0.00    0.00       7         luaD_pcall <cycle 1> [225]
                                   7             luaD_rawrunprotected <cycle 1> [30]
-----------------------------------------------
                0.00    0.00       6/6           checkformat [241]
[226]    0.0    0.00    0.00       6         get2digits [226]
-----------------------------------------------
                0.00    0.00       6/6           close_func [131]
[227]    0.0    0.00    0.00       6         luaK_finish [227]
-----------------------------------------------
                0.00    0.00       1/6           pmain <cycle 1> [46]
                0.00    0.00       2/6           luaL_len [58]
                0.00    0.00       3/6           luaL_tolstring [113]
[228]    0.0    0.00    0.00       6         lua_tointegerx [228]
-----------------------------------------------
                0.00    0.00       6/6           luaL_tolstring [113]
[229]    0.0    0.00    0.00       6         lua_type [229]
-----------------------------------------------
                0.00    0.00       1/6           luaY_parser [36]
                0.00    0.00       5/6           body <cycle 2> [85]
[230]    0.0    0.00    0.00       6         open_func [230]
-----------------------------------------------
                0.00    0.00       6/6           luaD_precall <cycle 1> [10]
[231]    0.0    0.00    0.00       6         os_clock [231]
                0.00    0.00       6/8           lua_pushnumber [223]
-----------------------------------------------
                0.00    0.00       2/6           statement <cycle 2> [39]
                0.00    0.00       2/6           test_then_block <cycle 2> [83]
                0.00    0.00       2/6           luaK_goiftrue [167]
[232]    0.0    0.00    0.00       6         patchlistaux [232]
-----------------------------------------------
                0.00    0.00       1/5           luaK_posfix [103]
                0.00    0.00       2/5           restassign [68]
                0.00    0.00       2/5           luaK_infix [163]
[233]    0.0    0.00    0.00       5         luaK_setoneret [233]
-----------------------------------------------
                0.00    0.00       4/4           read_numeral [88]
[234]    0.0    0.00    0.00       4         check_next2 [234]
-----------------------------------------------
                0.00    0.00       2/4           createlabel [165]
                0.00    0.00       2/4           forbody <cycle 2> [95]
[235]    0.0    0.00    0.00       4         luaK_getlabel [235]
-----------------------------------------------
                0.00    0.00       2/4           statement <cycle 2> [39]
                0.00    0.00       2/4           test_then_block <cycle 2> [83]
[236]    0.0    0.00    0.00       4         luaK_patchtohere [236]
-----------------------------------------------
                0.00    0.00       4/4           GCTM [5]
[237]    0.0    0.00    0.00       4         luaT_gettmbyobj [237]
-----------------------------------------------
                0.00    0.00       4/4           luaopen_math [71]
[238]    0.0    0.00    0.00       4         lua_pushinteger [238]
-----------------------------------------------
                0.00    0.00       3/3           str_format [123]
[239]    0.0    0.00    0.00       3         addlenmod [239]
-----------------------------------------------
                0.00    0.00       3/3           luaO_pushvfstring [136]
[240]    0.0    0.00    0.00       3         addnum2buff [240]
-----------------------------------------------
                0.00    0.00       3/3           str_format [123]
[241]    0.0    0.00    0.00       3         checkformat [241]
                0.00    0.00       6/6           get2digits [226]
-----------------------------------------------
                0.00    0.00       3/3           luaZ_fill [249]
[242]    0.0    0.00    0.00       3         getF [242]
-----------------------------------------------
                0.00    0.00       1/3           luaK_infix [163]
                0.00    0.00       2/3           luaK_posfix [103]
[243]    0.0    0.00    0.00       3         isSCnumber [243]
-----------------------------------------------
                0.00    0.00       3/3           str_format [123]
[244]    0.0    0.00    0.00       3         luaL_addvalue [244]
                0.00    0.00       3/13          lua_tolstring [208]
                0.00    0.00       3/12          prepbuffsize [209]
                0.00    0.00       3/82          lua_settop [182]
-----------------------------------------------
                0.00    0.00       3/3           str_format [123]
[245]    0.0    0.00    0.00       3         luaL_buffinit [245]
-----------------------------------------------
                0.00    0.00       3/3           str_format [123]
[246]    0.0    0.00    0.00       3         luaL_checklstring [246]
                0.00    0.00       3/13          lua_tolstring [208]
-----------------------------------------------
                0.00    0.00       3/3           str_format [123]
[247]    0.0    0.00    0.00       3         luaL_checknumber [247]
                0.00    0.00       3/3           lua_tonumberx [254]
-----------------------------------------------
                0.00    0.00       3/3           getgeneric [164]
[248]    0.0    0.00    0.00       3         luaS_eqlngstr [248]
-----------------------------------------------
                0.00    0.00       1/3           f_parser [35]
                0.00    0.00       2/3           inclinenumber [186]
[249]    0.0    0.00    0.00       3         luaZ_fill [249]
                0.00    0.00       3/3           getF [242]
-----------------------------------------------
                0.00    0.00       3/3           luaL_tolstring [113]
[250]    0.0    0.00    0.00       3         lua_isinteger [250]
-----------------------------------------------
                0.00    0.00       3/3           str_format [123]
[251]    0.0    0.00    0.00       3         lua_pushlightuserdata [251]
-----------------------------------------------
                0.00    0.00       3/3           io_noclose [114]
[252]    0.0    0.00    0.00       3         lua_pushnil [252]
-----------------------------------------------
                0.00    0.00       3/3           warnfon [116]
[253]    0.0    0.00    0.00       3         lua_rawget [253]
                0.00    0.00       3/70          index2value [183]
                0.00    0.00       3/224         luaH_get [178]
-----------------------------------------------
                0.00    0.00       3/3           luaL_checknumber [247]
[254]    0.0    0.00    0.00       3         lua_tonumberx [254]
-----------------------------------------------
                0.00    0.00       2/2           luaD_reallocstack [159]
[255]    0.0    0.00    0.00       2         correctstack [255]
-----------------------------------------------
                0.00    0.00       2/2           luaD_rawrunprotected <cycle 1> [30]
[256]    0.0    0.00    0.00       2         f_call [256]
-----------------------------------------------
                0.00    0.00       2/2           luaD_precall <cycle 1> [10]
[257]    0.0    0.00    0.00       2         luaD_growstack [257]
-----------------------------------------------
                0.00    0.00       2/2           luaY_parser [36]
[258]    0.0    0.00    0.00       2         luaD_inctop [258]
-----------------------------------------------
                0.00    0.00       2/2           luaK_goiftrue [167]
[259]    0.0    0.00    0.00       2         luaK_concat [259]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected <cycle 1> [30]
[260]    0.0    0.00    0.00       1         closepaux [260]
-----------------------------------------------
                0.00    0.00       1/1           luaC_freeallobjects [4]
[261]    0.0    0.00    0.00       1         enterinc [261]
-----------------------------------------------
                0.00    0.00       1/1           luaH_newkey <cycle 4> [57]
[262]    0.0    0.00    0.00       1         luaC_barrierback_ [262]
-----------------------------------------------
                0.00    0.00       1/1           check_match [97]
[263]    0.0    0.00    0.00       1         luaK_nil [263]
-----------------------------------------------
                0.00    0.00       1/1           pmain <cycle 1> [46]
[264]    0.0    0.00    0.00       1         luaL_checkstack [264]
                0.00    0.00       1/16          lua_checkstack [201]
-----------------------------------------------
                0.00    0.00       1/1           lua_newstate [6]
[265]    0.0    0.00    0.00       1         luaS_hash [265]
-----------------------------------------------
                0.00    0.00       1/1           lua_load <cycle 1> [268]
[266]    0.0    0.00    0.00       1         luaZ_init [266]
-----------------------------------------------
                0.00    0.00       1/1           luaL_newstate [7]
[267]    0.0    0.00    0.00       1         lua_atpanic [267]
-----------------------------------------------
                                   1             luaL_loadfilex <cycle 1> [152]
[268]    0.0    0.00    0.00       1         lua_load <cycle 1> [268]
                0.00    0.00       1/1           luaZ_init [266]
                                   1             luaD_protectedparser <cycle 1> [63]
-----------------------------------------------
                                   1             docall <cycle 1> [93]
[269]    0.0    0.00    0.00       1         lua_pcallk <cycle 1> [269]
                                   2             luaD_pcall <cycle 1> [225]
-----------------------------------------------
                0.00    0.00       1/1           luaL_newstate [7]
[270]    0.0    0.00    0.00       1         lua_setwarnf [270]
-----------------------------------------------
                0.00    0.00       1/1           entergen [110]
[271]    0.0    0.00    0.00       1         singlestep [271]
                0.00    0.00       3/286011      reallymarkobject [170]
-----------------------------------------------
                0.00    0.00       1/1           luaL_loadfilex <cycle 1> [152]
[272]    0.0    0.00    0.00       1         skipcomment [272]
-----------------------------------------------
                0.00    0.00       1/1           internshrstr [105]
[273]    0.0    0.00    0.00       1         tablerehash [273]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

   [5] GCTM                  [122] luaH_free              [36] luaY_parser
  [49] addk                  [178] luaH_get              [249] luaZ_fill
 [239] addlenmod              [25] luaH_getint           [266] luaZ_init
 [240] addnum2buff            [61] luaH_getn             [202] lua_absindex
 [194] addstr2buff            [11] luaH_getshortstr      [267] lua_atpanic
 [156] adjustlocalvars       [166] luaH_getstr           [214] lua_callk
 [162] allocupvalue          [117] luaH_new              [201] lua_checkstack
  [21] atomic                 [57] luaH_newkey            [89] lua_createtable
 [146] atomic2gen            [180] luaH_realasize        [109] lua_gc
  [67] auxsetstr             [118] luaH_resize           [119] lua_getfield
 [160] block                  [31] luaH_setint           [154] lua_getglobal
  [85] body                  [132] luaK_code             [203] lua_getmetatable
  [97] check_match           [195] luaK_codeABCk         [222] lua_gettop
 [234] check_next2           [219] luaK_codeABx          [250] lua_isinteger
 [205] check_readonly        [259] luaK_concat            [60] lua_len
 [241] checkformat           [149] luaK_dischargevars    [268] lua_load
 [171] clearbykeys           [210] luaK_exp2K              [6] lua_newstate
 [168] clearbyvalues          [92] luaK_exp2anyreg       [107] lua_newuserdatauv
 [131] close_func            [189] luaK_exp2anyregup     [269] lua_pcallk
 [260] closepaux             [158] luaK_exp2nextreg      [198] lua_pushboolean
  [99] codeABRK              [227] luaK_finish            [40] lua_pushcclosure
 [100] codearith             [190] luaK_fixline          [137] lua_pushfstring
 [224] constfolding          [235] luaK_getlabel         [238] lua_pushinteger
  [45] convergeephemerons    [167] luaK_goiftrue         [251] lua_pushlightuserdata
 [169] correctgraylist        [52] luaK_indexed          [151] lua_pushlstring
 [255] correctstack          [163] luaK_infix            [252] lua_pushnil
 [165] createlabel            [87] luaK_int              [223] lua_pushnumber
  [75] discharge2reg         [263] luaK_nil              [106] lua_pushstring
  [93] docall                [236] luaK_patchtohere      [188] lua_pushvalue
  [18] dothecall             [103] luaK_posfix           [221] lua_rawequal
 [110] entergen              [206] luaK_reserveregs      [253] lua_rawget
 [261] enterinc              [196] luaK_ret               [50] lua_rawgeti
  [76] exp2reg               [233] luaK_setoneret         [32] lua_rawseti
 [256] f_call                [212] luaK_setreturns       [199] lua_rotate
 [112] f_gc                   [98] luaK_storevar         [179] lua_setfield
 [101] f_luaopen             [244] luaL_addvalue         [211] lua_setglobal
  [35] f_parser              [245] luaL_buffinit         [143] lua_setmetatable
  [74] fieldsel              [115] luaL_callmeta         [182] lua_settop
 [104] finishbinexpneg       [246] luaL_checklstring     [270] lua_setwarnf
 [102] finishbinexpval       [247] luaL_checknumber      [215] lua_toboolean
 [174] finishgencycle        [264] luaL_checkstack       [228] lua_tointegerx
  [95] forbody               [134] luaL_checkudata       [208] lua_tolstring
  [12] forprep               [213] luaL_checkversion_    [254] lua_tonumberx
 [218] freeexps               [91] luaL_getsubtable      [216] lua_touserdata
  [27] freeobj                [58] luaL_len              [229] lua_type
  [73] funcargs              [152] luaL_loadfilex        [217] lua_version
  [70] gctm                   [94] luaL_newmetatable      [54] luaopen_base
 [226] get2digits             [90] luaL_openlibs          [81] luaopen_coroutine
 [242] getF                  [220] luaL_prepbuffsize      [79] luaopen_debug
 [164] getgeneric            [153] luaL_pushresult        [69] luaopen_io
 [186] inclinenumber          [77] luaL_requiref          [71] luaopen_math
 [183] index2value            [38] luaL_setfuncs          [82] luaopen_os
 [105] internshrstr          [147] luaL_setmetatable      [33] luaopen_package
 [114] io_noclose            [135] luaL_testudata         [72] luaopen_string
 [243] isSCnumber            [113] luaL_tolstring         [80] luaopen_table
  [28] l_alloc                [23] luaM_free_             [78] luaopen_utf8
 [148] leaveblock            [129] luaM_growaux_         [155] new_localvar
  [62] llex                   [24] luaM_malloc_          [230] open_func
 [124] luaB_print            [121] luaM_realloc_         [231] os_clock
 [262] luaC_barrierback_      [43] luaM_saferealloc_      [29] panic
 [111] luaC_changemode       [133] luaM_shrinkvector_    [232] patchlistaux
 [144] luaC_checkfinalizer    [34] luaM_toobig            [46] pmain
 [184] luaC_fix              [187] luaO_ceillog2         [209] prepbuffsize
   [4] luaC_freeallobjects   [136] luaO_pushvfstring      [22] propagatemark
  [16] luaC_newobj           [197] luaO_str2num          [138] pushstr
  [44] luaC_newobjdt         [175] luaS_clearcache        [88] read_numeral
  [15] luaC_step             [248] luaS_eqlngstr         [170] reallymarkobject
 [200] luaD_callnoyield      [265] luaS_hash              [68] restassign
   [8] luaD_closeprotected   [207] luaS_hashlongstr       [65] save
 [257] luaD_growstack        [150] luaS_init             [142] savelineinfo
 [258] luaD_inctop           [108] luaS_new              [173] separatetobefnz
 [225] luaD_pcall            [128] luaS_newlstr           [96] setpath
 [192] luaD_poscall          [139] luaS_newudata         [271] singlestep
  [10] luaD_precall          [177] luaS_remove            [51] singlevar
   [9] luaD_pretailcall      [161] luaS_resize           [272] skipcomment
  [63] luaD_protectedparser   [53] luaT_adjustvarargs    [157] stack_init
  [30] luaD_rawrunprotected  [141] luaT_gettm             [39] statement
 [159] luaD_reallocstack     [237] luaT_gettmbyobj       [123] str_format
 [125] luaE_extendCI          [14] luaT_getvarargs        [84] subexpr
 [181] luaE_incCstack        [126] luaT_init              [48] suffixedexp
 [172] luaE_setdebt          [191] luaV_equalobj         [145] sweep2old
 [140] luaF_close              [2] luaV_execute          [273] tablerehash
  [13] luaF_closeupval       [204] luaV_finishget         [83] test_then_block
  [17] luaF_findupval         [66] luaV_finishset         [26] unroll
 [120] luaF_freeproto         [59] luaV_objlen           [116] warnfon
  [42] luaF_initupvals        [19] luaV_tointeger          [1] <cycle 1>
  [41] luaF_newCclosure      [127] luaX_init              [37] <cycle 2>
  [20] luaF_newLclosure       [86] luaX_newstring         [47] <cycle 3>
 [130] luaF_newproto          [55] luaX_next              [56] <cycle 4>
